#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1082: Grand Targhee, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Grand Targhee (1082) 
# Wyoming  SNOTEL Site - 9260 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 22, 2026, 3:04:41 PM GMT-08:00
#
Date,Grand Targhee (1082) Snow Water Equivalent (in) Start of Day Values,Grand Targhee (1082) Precipitation Accumulation (in) Start of Day Values,Grand Targhee (1082) Air Temperature Average (degF),Grand Targhee (1082) Air Temperature Maximum (degF),Grand Targhee (1082) Air Temperature Minimum (degF),Grand Targhee (1082) Snow Depth (in) Start of Day Values
2007-09-12,0.0,40.7,54.9,64.4,46.8,0
2007-09-13,0.0,40.7,54.0,63.5,45.0,0
2007-09-14,0.0,40.7,57.0,65.8,50.7,0
2007-09-15,0.0,40.7,55.9,64.9,49.5,0
2007-09-16,0.0,40.7,52.2,59.9,42.4,0
2007-09-17,0.0,40.7,45.9,53.8,37.8,0
2007-09-18,0.0,40.7,39.4,45.0,34.9,0
2007-09-19,0.0,40.8,47.7,57.2,38.5,0
2007-09-20,0.0,40.8,51.1,57.6,46.2,0
2007-09-21,0.0,40.9,48.0,57.7,35.2,0
2007-09-22,0.0,40.9,50.4,59.0,44.6,0
2007-09-23,0.0,41.1,37.9,48.6,30.4,0
2007-09-24,0.0,41.6,30.7,33.8,29.1,0
2007-09-25,0.3,41.9,31.8,36.9,29.7,1
2007-09-26,0.0,41.9,37.0,46.8,28.2,0
2007-09-27,0.0,42.1,49.3,54.7,31.6,0
2007-09-28,0.0,42.2,47.8,54.7,40.3,0
2007-09-29,0.0,42.2,30.7,43.0,25.9,0
2007-09-30,0.0,42.3,35.6,45.9,23.7,0
2007-10-01,0.0,0.0,37.8,47.7,25.5,0
2007-10-02,0.0,0.1,28.4,36.7,19.0,0
2007-10-03,0.0,0.3,34.7,38.5,31.3,0
2007-10-04,0.3,0.3,36.9,43.7,32.7,2
2007-10-05,0.2,0.4,37.0,44.4,30.0,1
2007-10-06,0.6,0.8,28.0,36.9,22.5,5
2007-10-07,1.6,1.7,25.3,30.7,19.8,12
2007-10-08,1.9,2.1,37.8,47.8,30.4,12
2007-10-09,1.9,2.3,47.7,58.8,38.5,9
2007-10-10,1.9,2.3,44.8,58.5,28.0,8
2007-10-11,1.6,2.3,34.9,45.5,23.4,8
2007-10-12,1.6,2.4,42.8,53.1,36.5,7
2007-10-13,1.6,2.4,37.4,44.1,32.9,6
2007-10-14,1.6,2.5,37.2,49.5,30.7,4
2007-10-15,1.6,2.5,39.6,51.1,31.6,6
2007-10-16,1.6,2.5,36.3,43.5,30.6,6
2007-10-17,1.7,2.6,25.7,30.6,21.6,5
2007-10-18,2.6,3.3,22.6,29.1,19.6,11
2007-10-19,2.9,3.6,34.5,37.9,28.8,14
2007-10-20,3.7,4.6,24.3,32.7,15.8,13
2007-10-21,5.0,5.8,20.5,29.3,16.9,21
2007-10-22,5.0,5.9,27.1,33.3,18.3,20
2007-10-23,5.0,6.1,38.8,52.0,30.2,19
2007-10-24,5.0,6.2,51.4,60.4,42.8,19
2007-10-25,5.0,6.2,46.0,52.9,40.3,20
2007-10-26,5.0,6.2,40.1,49.6,34.2,19
2007-10-27,4.9,6.2,38.7,48.4,34.2,19
2007-10-28,4.9,6.2,42.1,51.6,34.5,19
2007-10-29,4.9,6.2,43.5,52.0,34.9,18
2007-10-30,4.9,6.3,30.2,35.2,18.9,18
2007-10-31,5.8,6.8,26.6,38.1,20.3,23
2007-11-01,5.8,6.9,27.1,36.1,22.6,20
2007-11-02,5.8,6.9,25.5,36.5,19.8,22
2007-11-03,5.8,6.9,29.8,40.3,23.2,22
2007-11-04,5.9,7.0,34.5,42.1,29.5,22
2007-11-05,5.9,7.0,34.9,46.8,28.8,21
2007-11-06,6.0,7.1,36.7,46.0,30.7,22
2007-11-07,6.0,7.1,37.0,45.7,32.0,21
2007-11-08,6.0,7.1,38.3,44.4,33.3,21
2007-11-09,6.0,7.1,40.6,47.5,36.0,21
2007-11-10,6.1,7.2,36.5,43.9,30.4,21
2007-11-11,6.3,7.3,27.1,31.5,16.7,24
2007-11-12,7.0,8.0,25.7,34.5,14.9,30
2007-11-13,7.3,8.2,24.8,32.5,9.7,29
2007-11-14,7.8,8.4,13.6,25.2,4.3,31
2007-11-15,7.9,8.5,31.8,38.5,21.6,32
2007-11-16,8.0,8.7,32.4,35.8,30.0,30
2007-11-17,9.5,9.8,33.1,34.3,32.5,36
2007-11-18,10.9,10.5,33.3,34.0,32.4,41
2007-11-19,10.9,10.5,32.0,41.0,18.0,41
2007-11-20,10.9,10.5,13.5,18.0,4.1,39
2007-11-21,10.9,10.5,5.7,14.5,2.1,44
2007-11-22,10.9,10.5,14.2,34.0,3.4,43
2007-11-23,11.0,10.6,16.5,27.0,11.8,40
2007-11-24,11.0,10.6,19.8,33.8,11.3,38
2007-11-25,11.1,11.0,21.2,25.0,16.0,42
2007-11-26,11.1,11.0,17.8,27.9,9.5,40
2007-11-27,11.1,11.0,18.3,28.4,9.9,40
2007-11-28,12.0,11.0,9.0,17.4,6.4,44
2007-11-29,12.0,11.0,12.4,15.4,7.2,44
2007-11-30,12.6,11.3,16.0,23.0,5.4,47
2007-12-01,12.7,11.5,12.4,18.7,6.1,51
2007-12-02,12.7,11.5,12.9,20.5,6.6,54
2007-12-03,13.1,11.8,27.7,33.8,20.5,52
2007-12-04,14.2,12.4,30.0,31.6,27.1,55
2007-12-05,14.6,12.7,25.2,27.9,23.2,55
2007-12-06,14.9,12.8,20.8,25.0,16.3,55
2007-12-07,15.5,13.2,19.8,23.4,16.5,57
2007-12-08,15.5,13.2,17.6,31.8,13.8,57
2007-12-09,15.6,13.3,12.9,19.6,8.6,57
2007-12-10,15.6,13.3,11.1,18.3,7.3,58
2007-12-11,15.8,13.4,10.0,27.9,5.0,61
2007-12-12,15.8,13.4,9.0,15.1,5.5,59
2007-12-13,15.8,13.4,7.9,12.4,3.2,56
2007-12-14,16.0,13.6,4.5,15.6,-1.3,59
2007-12-15,16.0,13.6,8.2,13.6,-2.2,59
2007-12-16,16.3,13.8,17.1,20.7,12.9,60
2007-12-17,16.4,13.9,17.8,20.8,16.0,60
2007-12-18,16.5,14.0,19.9,23.9,16.3,59
2007-12-19,16.8,14.2,21.6,23.2,20.8,60
2007-12-20,17.7,14.5,20.8,24.1,13.3,63
2007-12-21,18.4,14.8,8.1,17.1,0.0,71
2007-12-22,18.5,14.8,5.0,16.2,-2.0,72
2007-12-23,18.7,14.9,13.6,31.8,5.7,73
2007-12-24,19.0,15.2,19.2,29.1,7.5,71
2007-12-25,20.1,15.8,5.9,14.0,0.0,75
2007-12-26,20.1,15.8,3.9,12.6,-2.6,74
2007-12-27,20.2,15.8,1.8,11.1,-3.8,73
2007-12-28,20.3,15.8,3.4,8.8,-0.4,73
2007-12-29,20.6,16.0,9.3,12.6,5.5,73
2007-12-30,21.2,16.3,9.1,14.5,4.5,80
2007-12-31,21.3,16.4,2.8,8.4,-5.8,81
2008-01-01,21.3,16.4,8.1,30.9,-6.5,75
2008-01-02,21.6,16.7,27.0,37.9,20.3,71
2008-01-03,21.7,16.8,25.9,30.9,21.6,73
2008-01-04,21.8,16.9,27.5,32.7,22.6,71
2008-01-05,22.3,17.0,16.5,28.8,9.9,72
2008-01-06,23.5,17.5,12.4,17.1,7.0,79
2008-01-07,23.6,17.6,7.0,14.5,-0.4,78
2008-01-08,23.7,17.7,10.2,17.1,0.7,80
2008-01-09,24.2,18.1,14.9,19.8,6.3,85
2008-01-10,25.0,18.6,12.0,18.3,1.6,96
2008-01-11,25.8,19.2,17.4,19.6,16.3,103
2008-01-12,26.4,19.8,16.5,22.1,14.0,106
2008-01-13,26.6,19.9,16.9,29.3,10.0,108
2008-01-14,26.6,19.9,18.9,34.3,11.8,107
2008-01-15,26.9,20.2,6.8,20.8,-3.1,94
2008-01-16,26.9,20.2,-6.2,10.0,-10.7,93
2008-01-17,26.9,20.2,2.7,7.7,-3.1,91
2008-01-18,27.0,20.3,7.7,19.8,4.3,95
2008-01-19,27.1,20.4,12.7,16.7,6.6,90
2008-01-20,27.9,21.0,14.5,19.0,8.8,100
2008-01-21,28.1,21.1,7.0,20.1,-5.1,102
2008-01-22,28.1,21.1,3.0,21.9,-5.3,99
2008-01-23,28.2,21.2,8.8,25.3,1.0,96
2008-01-24,28.4,21.4,16.5,27.9,9.1,95
2008-01-25,28.4,21.4,12.6,15.1,10.6,92
2008-01-26,28.6,21.5,19.4,27.3,13.3,94
2008-01-27,28.8,21.6,23.4,27.7,18.7,93
2008-01-28,30.8,22.9,10.2,24.1,-0.9,99
2008-01-29,31.0,23.0,3.2,6.8,-1.8,99
2008-01-30,31.6,23.4,4.6,8.8,2.3,99
2008-01-31,31.7,23.5,8.8,14.4,3.2,101
2008-02-01,32.7,23.9,10.0,14.5,6.8,101
2008-02-02,32.9,24.0,7.9,14.2,4.6,105
2008-02-03,33.3,24.1,15.4,24.1,9.5,106
2008-02-04,33.8,24.6,11.1,25.0,4.6,110
2008-02-05,34.0,24.7,6.4,27.0,-2.2,111
2008-02-06,34.2,24.8,6.8,13.1,2.5,114
2008-02-07,34.4,25.0,11.7,19.2,5.9,112
2008-02-08,35.3,25.3,11.1,14.5,6.8,117
2008-02-09,35.5,25.4,21.2,24.3,14.5,114
2008-02-10,36.1,25.9,24.6,30.6,21.6,112
2008-02-11,36.2,26.0,19.4,25.5,16.3,110
2008-02-12,36.2,26.0,23.5,30.4,18.0,108
2008-02-13,36.6,26.1,18.0,23.7,7.2,112
2008-02-14,36.7,26.2,14.4,30.6,7.7,112
2008-02-15,37.2,26.4,19.4,41.4,6.3,112
2008-02-16,37.4,26.5,16.0,23.9,12.9,110
2008-02-17,37.6,26.7,10.9,19.0,6.3,112
2008-02-18,37.6,26.7,18.0,31.3,7.7,111
2008-02-19,37.6,26.7,26.4,48.2,17.8,111
2008-02-20,37.6,26.7,23.5,41.2,16.3,107
2008-02-21,37.6,26.7,21.9,39.0,14.7,108
2008-02-22,37.7,26.8,22.1,34.3,16.0,104
2008-02-23,37.7,26.8,19.0,21.7,12.6,104
2008-02-24,37.9,26.9,22.6,25.5,19.8,107
2008-02-25,38.6,27.3,21.6,26.4,15.4,113
2008-02-26,39.3,27.8,19.4,27.3,13.6,116
2008-02-27,39.5,27.9,23.4,36.5,14.9,116
2008-02-28,39.6,28.0,24.1,35.2,18.0,114
2008-02-29,39.6,28.0,28.0,37.4,17.4,111
2008-03-01,39.7,28.1,25.0,34.9,12.0,112
2008-03-02,40.6,28.5,11.5,23.2,5.2,122
2008-03-03,40.6,28.5,12.7,21.4,5.0,122
2008-03-04,41.1,28.6,13.8,18.3,8.4,118
2008-03-05,41.3,28.8,10.9,19.4,3.0,127
2008-03-06,41.4,28.9,14.5,29.3,4.1,126
2008-03-07,41.4,28.9,19.2,33.3,10.8,122
2008-03-08,41.5,29.0,20.1,32.5,12.7,117
2008-03-09,41.5,29.0,20.8,32.4,13.8,118
2008-03-10,41.5,29.0,23.5,37.0,12.9,116
2008-03-11,41.6,29.1,27.9,34.9,21.4,116
2008-03-12,41.8,29.2,22.3,30.4,19.0,115
2008-03-13,41.8,29.2,21.9,24.8,18.3,114
2008-03-14,42.8,29.9,18.0,29.3,13.6,120
2008-03-15,44.3,31.2,18.0,31.6,8.8,133
2008-03-16,44.5,31.4,16.2,30.9,5.7,135
2008-03-17,44.6,31.5,16.0,24.4,9.0,132
2008-03-18,44.9,31.7,22.3,27.1,16.9,134
2008-03-19,45.7,32.4,26.8,30.2,23.4,132
2008-03-20,46.5,32.8,21.6,28.0,18.0,136
2008-03-21,46.9,33.1,16.2,24.3,2.1,137
2008-03-22,47.0,33.2,12.7,32.5,0.9,137
2008-03-23,47.0,33.2,20.8,30.7,6.6,135
2008-03-24,47.1,33.3,27.5,29.5,25.7,132
2008-03-25,47.2,33.4,24.8,27.5,23.4,129
2008-03-26,47.6,33.7,21.6,25.0,14.4,131
2008-03-27,48.3,34.1,11.5,16.2,2.3,134
2008-03-28,48.8,34.4,14.7,26.8,-1.1,144
2008-03-29,49.3,34.6,11.5,24.6,2.1,139
2008-03-30,49.3,34.6,14.7,25.9,4.6,138
2008-03-31,49.6,34.7,9.3,18.3,4.6,140
2008-04-01,49.7,34.7,12.6,23.9,4.6,139
2008-04-02,49.9,34.8,17.1,27.0,10.4,139
2008-04-03,50.0,34.8,18.3,34.2,6.8,136
2008-04-04,50.0,34.8,24.4,34.2,16.0,135
2008-04-05,50.3,35.0,16.7,25.9,10.0,134
2008-04-06,50.3,35.0,19.2,29.1,9.9,133
2008-04-07,50.3,35.0,19.8,30.2,12.2,132
2008-04-08,50.4,35.0,19.9,34.5,10.0,133
2008-04-09,50.6,35.0,22.1,36.3,12.0,132
2008-04-10,50.7,35.1,19.0,25.7,13.3,132
2008-04-11,50.9,35.2,19.4,28.8,11.3,134
2008-04-12,50.9,35.2,29.3,42.8,17.4,133
2008-04-13,51.1,35.4,38.7,53.1,26.6,130
2008-04-14,51.3,35.5,45.3,52.7,36.0,127
2008-04-15,51.5,35.8,22.5,44.1,13.6,124
2008-04-16,51.6,36.0,16.5,28.8,8.2,133
2008-04-17,52.1,36.4,24.6,36.7,12.4,135
2008-04-18,52.1,36.4,32.7,40.5,24.3,130
2008-04-19,52.2,36.5,39.2,49.1,27.9,130
2008-04-20,52.2,36.5,17.2,28.0,7.3,129
2008-04-21,52.3,36.7,12.9,20.8,3.2,130
2008-04-22,52.3,36.7,28.4,39.2,17.8,129
2008-04-23,52.4,36.8,31.3,36.9,26.6,127
2008-04-24,52.9,37.0,21.2,27.0,18.3,129
2008-04-25,53.4,37.3,18.3,24.4,11.1,135
2008-04-26,53.9,37.4,20.3,34.0,5.9,138
2008-04-27,53.9,37.4,33.3,48.4,17.4,136
2008-04-28,54.6,38.0,42.6,53.8,32.7,133
2008-04-29,54.6,38.0,42.8,52.5,27.9,129
2008-04-30,54.6,38.0,23.4,32.4,19.0,127
2008-05-01,54.6,38.0,22.1,29.5,18.3,129
2008-05-02,54.7,38.1,27.0,42.4,18.9,131
2008-05-03,55.0,38.4,31.6,45.3,20.5,130
2008-05-04,55.0,38.4,37.4,51.4,24.3,129
2008-05-05,55.0,38.4,43.0,55.2,30.4,125
2008-05-06,55.2,38.6,42.3,54.1,33.4,123
2008-05-07,55.2,38.6,34.5,43.2,29.5,121
2008-05-08,55.9,39.3,32.4,41.4,27.9,124
2008-05-09,56.0,39.4,27.3,34.5,21.2,123
2008-05-10,56.6,40.0,29.5,41.9,14.2,130
2008-05-11,56.7,40.1,37.2,47.3,26.6,127
2008-05-12,57.5,40.9,25.7,34.9,19.0,132
2008-05-13,58.2,41.6,32.0,46.6,16.2,135
2008-05-14,58.3,41.7,34.5,40.3,30.0,132
2008-05-15,58.4,41.8,42.4,55.4,30.7,130
2008-05-16,58.5,41.9,49.6,65.7,38.3,128
2008-05-17,58.5,41.9,53.6,65.8,41.9,125
2008-05-18,58.7,42.0,55.2,63.7,45.7,122
2008-05-19,58.2,42.0,53.2,63.0,46.2,119
2008-05-20,57.9,42.1,51.6,65.8,40.1,116
2008-05-21,57.5,42.1,32.0,40.1,26.8,112
2008-05-22,57.5,42.7,36.1,45.0,28.0,119
2008-05-23,57.5,43.0,36.5,52.2,30.0,116
2008-05-24,57.4,43.3,32.7,35.2,31.5,115
2008-05-25,57.4,43.8,39.2,56.8,32.9,120
2008-05-26,57.2,43.8,37.8,47.1,30.9,116
2008-05-27,57.2,44.0,39.9,51.3,32.0,115
2008-05-28,57.1,44.0,40.3,51.4,32.7,116
2008-05-29,57.0,44.1,37.8,50.0,32.9,115
2008-05-30,57.0,44.4,39.6,49.5,34.7,115
2008-05-31,56.9,44.5,44.2,60.1,34.9,114
2008-06-01,56.8,44.5,48.4,60.8,38.8,113
2008-06-02,56.6,44.6,42.1,51.4,35.8,110
2008-06-03,56.4,44.6,36.0,40.6,33.4,110
2008-06-04,56.4,44.8,36.7,47.7,31.8,109
2008-06-05,56.3,45.2,38.1,48.9,34.2,109
2008-06-06,56.2,45.5,32.5,37.0,27.0,109
2008-06-07,56.2,45.5,28.2,36.9,25.5,109
2008-06-08,56.4,45.7,31.8,38.3,25.3,111
2008-06-09,56.5,45.9,39.2,47.8,30.0,112
2008-06-10,56.6,46.1,33.4,39.4,24.6,109
2008-06-11,57.2,46.7,26.2,30.6,20.7,107
2008-06-12,58.0,47.5,31.6,36.3,27.7,117
2008-06-13,59.0,48.5,41.9,53.1,27.9,123
2008-06-14,59.0,48.5,51.6,60.6,41.9,118
2008-06-15,58.9,48.5,53.4,63.9,43.7,113
2008-06-16,58.8,48.5,55.9,66.9,45.5,110
2008-06-17,57.3,48.5,57.9,68.5,49.5,107
2008-06-18,56.3,48.5,54.1,66.9,44.2,102
2008-06-19,53.7,48.5,50.0,58.8,41.0,100
2008-06-20,51.2,48.5,53.8,66.4,43.7,96
2008-06-21,49.0,48.5,60.8,73.0,50.0,93
2008-06-22,47.5,48.5,55.9,64.2,49.5,88
2008-06-23,45.5,48.5,55.6,63.9,47.7,84
2008-06-24,43.5,48.5,57.2,65.5,49.6,81
2008-06-25,41.3,48.5,58.8,70.2,50.7,78
2008-06-26,39.6,48.5,55.6,61.9,45.7,73
2008-06-27,37.4,48.5,51.8,62.8,41.4,69
2008-06-28,35.3,48.5,57.2,72.9,45.0,66
2008-06-29,33.4,48.5,61.0,76.1,50.7,62
2008-06-30,31.3,48.5,59.9,72.0,53.1,59
2008-07-01,29.7,48.5,59.0,70.7,47.8,56
2008-07-02,28.0,48.6,57.6,67.5,50.4,54
2008-07-03,25.7,48.6,61.9,73.9,50.0,50
2008-07-04,23.1,48.6,64.2,72.7,57.7,45
2008-07-05,20.9,48.6,59.0,66.9,52.5,40
2008-07-06,18.2,48.6,55.2,64.9,42.8,36
2008-07-07,16.5,48.8,54.9,64.9,43.2,34
2008-07-08,13.9,48.8,57.4,66.9,47.7,29
2008-07-09,11.6,48.8,59.4,69.8,48.4,25
2008-07-10,9.0,48.8,62.1,69.8,52.0,21
2008-07-11,5.9,48.8,52.7,60.4,45.7,15
2008-07-12,3.8,48.8,54.7,65.7,43.2,11
2008-07-13,2.0,48.8,58.3,68.0,47.8,7
2008-07-14,0.7,48.8,57.6,66.4,49.5,4
2008-07-15,0.0,48.8,61.7,70.7,53.4,0
2008-07-16,0.0,48.8,61.2,68.7,53.4,0
2008-07-17,0.0,48.8,59.2,68.7,50.4,0
2008-07-18,0.0,48.8,59.4,66.6,51.3,0
2008-07-19,0.0,48.8,58.3,68.7,47.3,0
2008-07-20,0.0,48.8,64.9,74.3,55.8,0
2008-07-21,0.0,48.8,59.7,69.4,51.4,0
2008-07-22,0.0,49.1,58.8,69.4,53.1,0
2008-07-23,0.0,49.1,58.3,66.4,50.4,0
2008-07-24,0.0,49.1,61.9,69.6,55.2,0
2008-07-25,0.0,49.1,65.5,74.8,55.6,0
2008-07-26,0.0,49.1,66.6,74.3,60.4,0
2008-07-27,0.0,49.1,63.5,71.2,56.1,0
2008-07-28,0.0,49.1,60.8,68.9,52.7,0
2008-07-29,0.0,49.1,60.8,69.8,51.6,0
2008-07-30,0.0,49.1,58.6,65.1,49.8,0
2008-07-31,0.0,49.1,59.7,70.0,48.9,0
2008-08-01,0.0,49.1,65.7,73.6,59.2,0
2008-08-02,0.0,49.1,62.8,72.3,55.2,0
2008-08-03,0.0,49.1,60.6,68.5,53.2,0
2008-08-04,0.0,49.1,60.8,69.4,49.6,0
2008-08-05,0.0,49.1,63.9,73.4,55.8,0
2008-08-06,0.0,49.1,63.0,73.8,55.6,0
2008-08-07,0.0,49.1,62.6,77.0,52.5,0
2008-08-08,0.0,49.3,58.3,66.4,47.7,0
2008-08-09,0.0,49.7,59.7,69.1,50.7,0
2008-08-10,0.0,49.7,57.9,64.9,49.6,0
2008-08-11,0.0,49.7,52.2,61.9,42.4,0
2008-08-12,0.0,49.7,55.0,65.5,46.4,0
2008-08-13,0.0,49.7,55.9,63.7,50.4,0
2008-08-14,0.0,49.7,55.0,64.9,46.4,0
2008-08-15,0.0,49.7,50.4,60.4,41.0,0
2008-08-16,0.0,49.7,53.4,66.6,41.9,0
2008-08-17,0.0,49.7,60.4,71.6,47.7,0
2008-08-18,0.0,49.7,63.9,72.0,54.3,0
2008-08-19,0.0,49.7,61.9,71.4,52.0,0
2008-08-20,0.0,49.8,57.2,64.9,50.0,0
2008-08-21,0.0,49.8,54.1,58.6,40.6,0
2008-08-22,0.0,49.8,48.4,59.4,35.6,0
2008-08-23,0.0,49.8,60.8,73.0,49.8,0
2008-08-24,0.0,49.8,65.5,73.9,56.1,0
2008-08-25,0.0,49.8,66.0,75.2,60.4,0
2008-08-26,0.0,49.8,51.4,64.2,41.7,0
2008-08-27,0.0,49.8,48.6,57.6,41.2,0
2008-08-28,0.0,49.9,51.4,62.8,41.2,0
2008-08-29,0.0,49.9,57.7,69.8,45.9,0
2008-08-30,0.0,49.9,62.8,71.1,55.2,0
2008-08-31,0.0,49.9,47.7,61.9,34.7,0
2008-09-01,0.0,50.7,33.3,38.7,27.9,0
2008-09-02,0.0,50.9,37.2,49.6,25.7,0
2008-09-03,0.0,51.0,42.1,48.9,38.7,0
2008-09-04,0.0,51.0,40.6,47.8,32.7,0
2008-09-05,0.0,51.0,39.4,48.2,31.5,0
2008-09-06,0.0,51.0,44.2,52.7,38.3,0
2008-09-07,0.0,51.0,45.5,53.1,40.8,0
2008-09-08,0.0,51.0,48.9,60.6,38.1,0
2008-09-09,0.0,51.1,54.3,63.3,45.7,0
2008-09-10,0.0,51.1,43.9,52.2,33.1,0
2008-09-11,0.0,51.2,40.8,53.2,32.9,0
2008-09-12,0.0,51.3,45.0,55.2,34.5,0
2008-09-13,0.0,51.4,47.7,57.0,41.2,0
2008-09-14,0.0,51.4,49.8,61.0,41.9,0
2008-09-15,0.0,51.4,53.6,65.7,44.4,0
2008-09-16,0.0,51.4,56.5,67.8,48.6,0
2008-09-17,0.0,51.4,57.0,66.6,50.2,0
2008-09-18,0.0,51.5,54.9,65.3,47.7,0
2008-09-19,0.0,51.5,55.0,63.7,47.8,0
2008-09-20,0.0,51.5,47.7,57.7,38.8,0
2008-09-21,0.0,51.7,39.2,43.2,36.3,0
2008-09-22,0.0,51.7,35.1,40.1,32.2,0
2008-09-23,0.0,51.9,37.0,45.7,30.9,0
2008-09-24,0.0,52.0,49.3,57.7,40.3,0
2008-09-25,0.0,52.0,52.7,61.3,47.8,0
2008-09-26,0.0,52.0,50.4,58.8,43.5,0
2008-09-27,0.0,52.0,53.4,61.7,48.2,0
2008-09-28,0.0,52.0,51.8,62.8,45.9,0
2008-09-29,0.0,52.0,53.8,65.5,44.4,0
2008-09-30,0.0,52.1,56.7,67.5,48.9,0
2008-10-01,0.0,0.0,54.1,64.9,47.8,0
2008-10-02,0.0,0.1,51.6,63.1,42.8,0
2008-10-03,0.0,0.1,46.0,54.1,41.2,0
2008-10-04,0.0,0.1,37.9,45.0,34.3,0
2008-10-05,0.0,0.6,32.2,34.3,30.6,0
2008-10-06,0.6,1.2,32.9,39.9,28.8,5
2008-10-07,0.5,1.3,40.6,49.1,32.0,2
2008-10-08,0.4,1.4,34.5,39.9,27.9,1
2008-10-09,0.3,1.4,28.2,36.7,14.9,1
2008-10-10,0.5,1.6,20.1,30.0,11.5,3
2008-10-11,0.7,1.8,23.2,29.3,19.6,4
2008-10-12,0.7,2.0,18.7,22.6,14.9,4
2008-10-13,0.9,2.4,22.5,34.2,11.8,10
2008-10-14,1.0,2.9,31.3,39.0,26.6,8
2008-10-15,1.0,2.9,32.9,39.9,27.3,5
2008-10-16,1.0,2.9,31.8,37.2,25.9,4
2008-10-17,1.1,3.1,41.7,52.2,32.4,6
2008-10-18,1.1,3.1,45.7,52.7,40.6,5
2008-10-19,1.1,3.1,40.6,49.5,34.0,4
2008-10-20,1.1,3.1,41.4,46.6,36.9,4
2008-10-21,1.1,3.1,24.1,36.9,14.0,3
2008-10-22,1.1,3.1,23.5,35.6,11.7,3
2008-10-23,1.5,3.3,36.0,48.0,25.2,6
2008-10-24,1.7,3.3,32.9,42.4,25.7,5
2008-10-25,1.7,3.3,35.2,42.6,30.6,5
2008-10-26,1.7,3.3,36.5,50.2,28.2,5
2008-10-27,1.7,3.3,44.8,55.9,35.6,6
2008-10-28,1.8,3.4,46.8,58.6,39.6,5
2008-10-29,1.8,3.4,43.7,50.4,37.0,4
2008-10-30,1.8,3.4,43.9,52.5,36.9,4
2008-10-31,1.8,3.4,45.3,53.1,37.4,4
2008-11-01,1.8,3.4,42.1,45.7,37.0,4
2008-11-02,1.5,3.4,35.1,42.6,28.8,3
2008-11-03,1.7,3.7,28.8,31.3,27.5,4
2008-11-04,1.9,3.9,24.6,32.4,18.0,4
2008-11-05,2.8,4.8,16.2,19.6,14.2,16
2008-11-06,3.1,5.2,13.8,31.8,5.7,16
2008-11-07,3.1,5.3,27.3,34.0,19.0,16
2008-11-08,3.6,5.8,32.0,35.6,29.3,17
2008-11-09,3.7,5.9,32.4,37.8,27.9,16
2008-11-10,3.8,6.1,30.2,33.3,27.7,16
2008-11-11,4.5,6.8,25.2,27.7,23.7,21
2008-11-12,4.9,7.2,30.7,34.9,24.6,23
